iter	PRAUC	Logloss
209	0.6022600273	0.08783022542
210	0.6027844144	0.0877467934
211	0.6034101439	0.08766042935
212	0.6037995258	0.08760180511
213	0.6040401722	0.08755040852
214	0.6045108794	0.08747406149
215	0.6048461615	0.08742435729
216	0.6052342531	0.08736676972
217	0.6055176216	0.08732116601
218	0.6059428249	0.08725900793
219	0.6063110876	0.08721252146
220	0.6068605224	0.08711806247
221	0.6072366917	0.08706002744
222	0.6079564891	0.08697212627
223	0.6082335091	0.08693076966
224	0.6084370199	0.08689869278
225	0.6086020605	0.08687210401
226	0.6092177182	0.08679204381
227	0.6096300228	0.08673612684
228	0.6101074348	0.08666299987
229	0.6106101641	0.08660002852
230	0.6109640678	0.08654167476
231	0.6113446988	0.08648332121
232	0.6116904188	0.08642972181
233	0.6122101363	0.08636348393
234	0.6126559615	0.08628277871
235	0.6129123866	0.08624615022
236	0.6133695573	0.08617661968
237	0.6138373572	0.08611663798
238	0.6142069353	0.0860558629
239	0.6144719404	0.08601059078
240	0.614840498	0.0859649673
241	0.6150915641	0.08593366639
242	0.6153689062	0.08589140254
243	0.6157839611	0.08583471197
244	0.6163634239	0.08575646288
245	0.6168807367	0.08568201334
246	0.6171758406	0.08563618257
247	0.6175591534	0.08557484266
248	0.6178080368	0.08553424148
249	0.6180208646	0.08550545091
250	0.618464002	0.08543710322
251	0.6187979476	0.08539650161
252	0.6191700024	0.08535091855
253	0.6194725343	0.08530380103
254	0.6198192645	0.08524713276
255	0.6201343573	0.08520063113
256	0.6203884516	0.08516627276
257	0.6208477785	0.0850931795
258	0.6211741093	0.08505025766
259	0.621406903	0.08501131271
260	0.6219938387	0.08491934763
261	0.6225334875	0.08484747982
262	0.622800928	0.08480816716
263	0.6231531644	0.08475246297
264	0.623383275	0.0847086349
265	0.6235987161	0.08468389537
266	0.6243990408	0.08459628997
267	0.6250164244	0.08451946886
268	0.625202768	0.08449563043
269	0.6253896991	0.08446797306
270	0.6256150032	0.0844294661
271	0.6261937535	0.08435616452
272	0.6267424585	0.08428015194
273	0.6270459137	0.08423990853
274	0.6272917195	0.08420146474
275	0.6275908117	0.08415081606
276	0.627858776	0.08410294925
277	0.6281966658	0.08404625589
278	0.6285415808	0.08399887931
279	0.6291744326	0.08391648411
280	0.6294550468	0.08387517158
281	0.6296461262	0.0838463992
282	0.6299700928	0.0837985652
283	0.6302682401	0.08375842266
284	0.6305379327	0.08372084324
285	0.6307200148	0.0836939283
286	0.6309548187	0.08365190044
287	0.6313087413	0.08360557607
288	0.631768962	0.08353718674
289	0.6321111211	0.08348807858
290	0.6325380484	0.08343468492
291	0.6327799721	0.08340356165
292	0.6329191938	0.08338248824
293	0.6331558674	0.08334975138
294	0.6335030814	0.08329272542
295	0.633756159	0.08326217014
296	0.6340710887	0.08320575513
297	0.6342765439	0.08318195042
298	0.6344736245	0.08314140732
299	0.6346785409	0.08311385169
300	0.6350131421	0.0830702379
301	0.635239029	0.08302846877
302	0.6355046442	0.08299370129
303	0.6358573553	0.08293706145
304	0.6362363112	0.08287511784
305	0.6365690978	0.0828379813
306	0.636841679	0.08279452253
307	0.6370785011	0.08275587155
308	0.6373707845	0.08271877103
309	0.637916069	0.08262638737
310	0.6381706084	0.08259131625
311	0.6383309672	0.08256892221
312	0.6386123737	0.08252818548
313	0.6388476507	0.08249467049
314	0.6393549027	0.08242970463
315	0.6395699113	0.08240045307
316	0.6398144128	0.08236707409
317	0.6403473928	0.08229917727
318	0.6409851253	0.08222640751
319	0.641163738	0.08220372526
320	0.6415363034	0.08214605023
321	0.6416798037	0.08212195002
322	0.641993835	0.08208113073
323	0.6422603758	0.08203575439
324	0.6424522203	0.08201284768
325	0.6427815107	0.08196512601
326	0.6430536799	0.08191161427
327	0.6433515515	0.08185968659
328	0.6437974252	0.08179272661
329	0.6441215537	0.08174240669
330	0.6443464421	0.0817061905
331	0.6445924603	0.08167751976
332	0.644778177	0.08164671952
333	0.6449682813	0.08161737752
334	0.6451454652	0.08159369676
335	0.6459372964	0.08150026225
336	0.6460602632	0.08148379839
337	0.6464851112	0.08141076085
338	0.6466039643	0.08139110119
339	0.6469654633	0.08133950372
340	0.6472426195	0.08129735517
341	0.6474046189	0.08127287194
342	0.647650544	0.08123637251
343	0.6479001055	0.08120734402
344	0.6481053752	0.08117253293
345	0.6482700825	0.08115039087
346	0.6485355218	0.08109973817
347	0.6488395752	0.08105849854
348	0.6490879043	0.08101535268
349	0.6493595937	0.08097079168
350	0.6496418526	0.08093094287
351	0.6498407218	0.08089208926
352	0.6504134901	0.08082305861
353	0.6506913063	0.08078595685
354	0.6509911006	0.08073938008
355	0.6512215384	0.0806990816
356	0.6515069806	0.08066215977
357	0.6517600578	0.08062251362
358	0.6519374411	0.0805962486
359	0.6526616964	0.08049972063
360	0.6528728471	0.08046608766
361	0.652989918	0.08044505748
362	0.6531562718	0.08042084073
363	0.6534846818	0.08037655478
364	0.6537630949	0.08033811643
365	0.6543439946	0.08026208052
366	0.654515987	0.08024106932
367	0.6547782668	0.08019555744
368	0.6550405699	0.08015392865
369	0.6552939205	0.08011179624
370	0.655634102	0.0800699575
371	0.6559334472	0.08002927499
372	0.6561937031	0.07999299076
373	0.6564224577	0.07994099694
374	0.6566490569	0.07990406655
375	0.6567775541	0.07988045927
376	0.6571103036	0.07983003769
377	0.6574220128	0.07978347706
378	0.6577572941	0.0797343247
379	0.6579314652	0.07971532811
380	0.6583648303	0.07965568603
381	0.658645035	0.07961368411
382	0.6587952055	0.07958251255
383	0.6589356123	0.07956611276
384	0.6590760287	0.07953938119
385	0.6592349308	0.07951591004
386	0.6595743085	0.07947104624
387	0.6596693428	0.0794600182
388	0.659948153	0.07940999002
389	0.6601785368	0.0793765463
390	0.6603805511	0.07934607747
391	0.6607036504	0.07929041745
392	0.6609052793	0.0792552409
393	0.6610915735	0.0792227531
394	0.6614317863	0.0791721342
395	0.6616240629	0.07915024161
396	0.6617931655	0.07912862296
397	0.6620132225	0.07908480884
398	0.6623295642	0.07904042453
399	0.6624547964	0.07902176768
400	0.6627560669	0.07896788309
401	0.6629982874	0.07893234795
402	0.6631326185	0.07891752021
403	0.6633200058	0.07889706585
404	0.6638430321	0.0788369099
405	0.664049697	0.07880780397
406	0.6642298005	0.07878480601
407	0.6643684459	0.07876703069
408	0.6645263711	0.07874453519
409	0.6647290103	0.07870919417
410	0.6654518798	0.07861834829
411	0.6657115442	0.07858816974
412	0.6660551063	0.0785344959
413	0.6665759307	0.07847037116
414	0.6667075874	0.07845007074
415	0.666922629	0.07842578021
416	0.6670663806	0.07840666308
417	0.6672078075	0.0783865787
418	0.6678440955	0.07830803019
419	0.6679817858	0.07828827343
420	0.6682010624	0.07825672212
421	0.6683874143	0.07823238892
422	0.6686183352	0.07820374782
423	0.6689532391	0.07816268281
424	0.6690644519	0.07814345629
425	0.6692799713	0.07811331552
426	0.669716144	0.07805529071
427	0.669843222	0.07803179777
428	0.6699976065	0.0780108558
429	0.6701987482	0.07796739859
430	0.670466951	0.07792902314
431	0.6709768693	0.07784998636
432	0.6712177321	0.07781771874
433	0.6712466425	0.07780506344
434	0.6716159503	0.07774977625
435	0.6717754644	0.07773234222
436	0.6719552018	0.07770792457
437	0.6722142724	0.07767111442
438	0.6723345657	0.07764913947
439	0.6724711927	0.07762455133
440	0.6726682033	0.07759930225
441	0.6727930612	0.07757827188
442	0.6730039285	0.0775445977
443	0.6732850856	0.07749495172
444	0.6734348248	0.07747376919
445	0.6736425481	0.0774397832
446	0.6741338604	0.07736754288
447	0.6742816634	0.07734402402
448	0.6744314025	0.07732393096
449	0.6745975382	0.07729854664
450	0.6747228371	0.07727921676
451	0.6748560281	0.07725472394
452	0.6752612219	0.07720152886
453	0.6754753565	0.07717552937
454	0.6756461357	0.07714401712
455	0.6758158799	0.07712139499
456	0.6760152798	0.07708850871
457	0.6761568702	0.07706987378
458	0.6767918915	0.07697935912
459	0.6770117663	0.07694718511
460	0.6771260533	0.0769227843
461	0.6771852846	0.07691117686
462	0.6772648936	0.07689896138
463	0.6774728247	0.07687103403
464	0.6775819997	0.0768396653
465	0.6781309764	0.07676669028
466	0.6782960039	0.07674311772
467	0.6784956592	0.07671323606
468	0.6787054102	0.07668468449
469	0.6788594162	0.07666685328
470	0.6791177781	0.07662904135
471	0.6792879766	0.07660425177
472	0.6797218838	0.07655443704
473	0.6803029444	0.07646873609
474	0.6807472744	0.07641312429
475	0.6808685341	0.07639571848
476	0.6814740618	0.0763055798
477	0.6817751164	0.07626779022
478	0.6819652929	0.07624237607
479	0.6821199865	0.07622365805
480	0.6823768165	0.07618275865
481	0.6825138873	0.07615801754
482	0.6826364314	0.07613766219
483	0.6827474765	0.076119181
484	0.6828926232	0.07609454221
485	0.6831022812	0.07607060836
486	0.6833073182	0.07604224953
487	0.6838437462	0.07595490766
488	0.6840039364	0.07592360245
489	0.6841533438	0.07588966146
490	0.6843816588	0.07586123338
491	0.684536266	0.0758343527
492	0.6846633185	0.075815531
493	0.6849482837	0.0757724451
494	0.6855854963	0.07568000096
495	0.6857650301	0.0756555409
496	0.6859324363	0.07563340346
497	0.6861278866	0.07560172604
498	0.6862703555	0.07558343844
499	0.6864436258	0.07555768081
500	0.6866055823	0.07552532585
501	0.6868609511	0.07548859851
502	0.6870152244	0.07546178868
503	0.6870747411	0.07544273454
504	0.6872128367	0.07542681178
505	0.6873015145	0.07540384422
506	0.6876475775	0.07535400578
507	0.6877900191	0.07532822309
508	0.6879199963	0.07530830144
509	0.6880723253	0.07528369845
510	0.688525596	0.07522179973
511	0.6888969033	0.0751779404
512	0.6890238851	0.07515490791
513	0.6894802099	0.07508614267
514	0.6896594814	0.07505560361
515	0.6897684916	0.07503274876
516	0.6900848265	0.07497977903
517	0.6902561691	0.07495848173
518	0.6904955879	0.07492680011
519	0.6908802829	0.07487993335
520	0.6910321743	0.07485680944
521	0.6913918675	0.07480936586
522	0.6915198423	0.07479074954
523	0.6920201336	0.07471782916
524	0.6924433617	0.07465330215
525	0.6925726295	0.07463989514
526	0.6927433713	0.07461656854
527	0.6929638483	0.07458978986
528	0.6932068949	0.0745583599
529	0.6933431575	0.07454013855
530	0.6935792201	0.07451045465
531	0.6939244174	0.07446633855
532	0.6940724534	0.0744422138
533	0.6941656673	0.07442102002
534	0.6942819311	0.07440432033
535	0.6944216462	0.07437894103
536	0.6946117176	0.07435649343
537	0.6949677506	0.07431578986
538	0.6950558137	0.07430439323
539	0.6952039068	0.07428397671
540	0.6953471409	0.07426104685
541	0.6954700437	0.07424320004
542	0.6955470454	0.07422980802
543	0.6956357081	0.07421321544
544	0.6957624377	0.07419492112
545	0.6959746431	0.07416250099
546	0.6962080349	0.07412672451
547	0.6963247469	0.07410184868
548	0.6964498617	0.07408573206
549	0.696793594	0.0740404891
550	0.6971012051	0.07399681254
551	0.6972536977	0.07397347251
552	0.6975438238	0.07393705042
553	0.6976450271	0.07392318668
554	0.6979761107	0.07387321877
555	0.6980654594	0.07386313372
556	0.6981903354	0.07384004751
557	0.6985109178	0.073797955
558	0.6987463541	0.07376625865
559	0.6989202347	0.07373873763
560	0.6990445168	0.07371940627
561	0.6992175782	0.07369276055
562	0.6994172972	0.0736645175
563	0.6995557812	0.07364052547
564	0.6996504842	0.07362558474
565	0.700044133	0.07357865055
566	0.7002192402	0.07355612651
567	0.7003257863	0.07354290784
568	0.7004402108	0.07352896298
569	0.7005926873	0.07350429496
570	0.7007113079	0.07348731879
571	0.7008407376	0.07346633308
572	0.701117764	0.07342946739
573	0.7012597478	0.07340316582
574	0.7015408319	0.0733596976
575	0.7016698265	0.07334155284
576	0.7019352628	0.07330331644
577	0.7020910504	0.07328177562
578	0.7023136049	0.07325031313
579	0.7024276524	0.07322858402
580	0.7025829917	0.07319939635
581	0.7028153431	0.07316236844
582	0.7029457733	0.07313895604
583	0.7032032215	0.07310743974
584	0.7035794214	0.07305492245
585	0.7037889452	0.07302544973
586	0.7038324232	0.07301511956
587	0.7039347982	0.07300049327
588	0.7041651754	0.07296320658
589	0.7046271322	0.07289763541
590	0.7047379873	0.07288643602
591	0.7051273477	0.07282763407
592	0.705345629	0.07278734378
593	0.7055547374	0.07275737013
594	0.7056469166	0.07273634467
595	0.7058050034	0.07271738011
596	0.7060966458	0.07267839516
597	0.7062689569	0.07265439032
598	0.7063915475	0.07263755458
599	0.7065732552	0.07261368813
600	0.7067711846	0.07258376651
601	0.7069369206	0.07255415721
602	0.7072468484	0.07251195981
603	0.7073933293	0.07249218963
604	0.7075338928	0.07247393555
605	0.7077184782	0.07244868015
606	0.7079274065	0.07241976516
607	0.7079957589	0.07240455053
608	0.7080952572	0.07238065053
609	0.70823294	0.07236012392
610	0.7085637342	0.07231323457
611	0.7087349129	0.07228901949
612	0.7090581652	0.07223535918
613	0.7092160644	0.07221048458
614	0.7094638903	0.07217604229
615	0.7097034875	0.07214769976
616	0.7099074237	0.07211442197
617	0.7100996216	0.07208688118
618	0.7102055943	0.07207271853
619	0.7103729025	0.07205078624
620	0.710436742	0.07203843
621	0.7106390439	0.07200779232
622	0.7108353924	0.07197888475
623	0.7109490602	0.07196538312
624	0.7110580147	0.07194995648
625	0.7112988167	0.07192020019
626	0.7115890791	0.07187524757
627	0.7117226988	0.07185087014
628	0.7119103589	0.0718244085
629	0.7121141396	0.07180014408
630	0.7121834994	0.07178955942
631	0.7123403858	0.07177021751
632	0.7124450697	0.07175726229
633	0.7125696946	0.07173911993
634	0.7126841462	0.07171681462
635	0.7129265906	0.07168220815
636	0.7130609655	0.07166334367
637	0.7133223192	0.07161892923
638	0.7134709306	0.07159729746
639	0.713540188	0.07157910485
640	0.7137076295	0.07155285194
641	0.7138037482	0.07154012464
642	0.7139738148	0.07151398645
643	0.7144646701	0.07143402479
644	0.7145632109	0.07142192693
645	0.7146359851	0.07140983164
646	0.7148892267	0.07136306362
647	0.7149988612	0.07134166155
648	0.7151255499	0.07132155832
649	0.7153834924	0.07129025053
650	0.7156222923	0.07125958824
651	0.7158800605	0.07122605057
652	0.7160805982	0.07119710436
653	0.716148157	0.07118795408
654	0.7162680688	0.07116823877
655	0.7165674576	0.07112922519
656	0.716629163	0.07112014139
657	0.7167057864	0.07111055524
658	0.7167852569	0.07109276362
659	0.7169036161	0.07107350438
660	0.7170716712	0.07105249753
661	0.7172071205	0.07103682353
662	0.7173326619	0.07101990736
663	0.7175740718	0.07098740882
664	0.7176396609	0.07097137068
665	0.7178146195	0.07094530262
666	0.718078312	0.07090341313
667	0.7181795005	0.07089046262
668	0.7183478176	0.07086666491
669	0.7185019654	0.07084340277
670	0.7185907829	0.07083190376
671	0.7187303896	0.07080816702
672	0.7188216658	0.07079492084
673	0.7189200675	0.07077852321
674	0.7190062624	0.07076709171
675	0.7190794683	0.07075663377
676	0.7192427234	0.07073567632
677	0.7193376083	0.07072264057
678	0.7193971871	0.07071467959
679	0.7195375385	0.07069505736
680	0.7196901829	0.07067007778
681	0.7201698757	0.07059836945
682	0.72027866	0.07058395226
683	0.7203562045	0.07056995646
684	0.7206377836	0.07052841107
685	0.7207518432	0.07051512838
686	0.7209614805	0.070487543
687	0.7212557144	0.07044564176
688	0.7213636246	0.07042572727
689	0.721808486	0.07035265876
690	0.7219286383	0.07033232032
691	0.7219880815	0.07032365926
692	0.7221134023	0.07030470737
693	0.7222423787	0.07028510613
694	0.7223972922	0.07026584187
695	0.7225162856	0.07025125748
696	0.7227425232	0.07022326849
697	0.7228415231	0.07020232914
698	0.7228893451	0.07019437998
699	0.7230265685	0.07017793754
700	0.7231265564	0.07016593821
701	0.7232674511	0.07014611069
702	0.7233302465	0.07013735946
703	0.7235454401	0.07011183052
704	0.7237743889	0.07007365796
705	0.7239559484	0.07005063636
706	0.7240315261	0.07003487194
707	0.7240657487	0.07002253381
708	0.7242816239	0.06998651976
709	0.724439658	0.06996584109
710	0.724516204	0.06995586989
711	0.7251052077	0.06987442439
712	0.7251989223	0.06986165276
713	0.7254753312	0.06981898403
714	0.7256142668	0.06979043977
715	0.7259936572	0.06973540457
716	0.7260796792	0.06972233515
717	0.7262888211	0.06969652301
718	0.726421545	0.06967545803
719	0.7266238489	0.06964744652
720	0.7267961778	0.06961755652
721	0.7269756133	0.06958552662
722	0.7270799975	0.06956864879
723	0.7273661485	0.06952601669
724	0.727524256	0.06950842543
725	0.727768888	0.06947379356
726	0.7279176206	0.06944612449
727	0.7281008909	0.06941798814
728	0.7281562407	0.06940544791
729	0.7282742784	0.06938854615
730	0.7288065076	0.06931415174
731	0.729079779	0.06927329026
732	0.7291582177	0.06925977012
733	0.7292517898	0.06924478239
734	0.7294642695	0.06921727069
735	0.7296149122	0.06919100278
736	0.7296143062	0.06918303875
737	0.7296722522	0.06917278487
738	0.7298010783	0.06915636458
739	0.7303100523	0.06908542187
740	0.7306226109	0.06903925575
741	0.7308243377	0.06901047663
742	0.7309344291	0.06899323067
743	0.730983006	0.0689860811
744	0.7310649783	0.06897274982
745	0.7310987203	0.06896847883
746	0.7313089693	0.06894020394
747	0.7315480914	0.0688970158
748	0.7318643344	0.06885506411
749	0.7319229876	0.06884665314
750	0.7320005555	0.06882887633
751	0.7322249538	0.06879843028
752	0.7325139641	0.06876339574
753	0.7325809849	0.06875550526
754	0.7327914691	0.06872948554
755	0.7329719331	0.06870451636
756	0.733304335	0.06865513421
757	0.7333743076	0.06864313337
758	0.7334488574	0.06862812936
759	0.7336259225	0.06860591208
760	0.733704151	0.06859481354
761	0.7338124826	0.06857931838
762	0.7339525528	0.06856015258
763	0.7341556159	0.06853426865
764	0.7342537653	0.0685191393
765	0.7343427287	0.06850317522
766	0.7344987309	0.06848082223
767	0.734764873	0.06843720738
768	0.7348295404	0.06842749964
769	0.735058703	0.06839699498
770	0.7351994755	0.06837625841
771	0.7355000949	0.06833061735
772	0.735622121	0.06831188731
773	0.7357683637	0.06828904415
774	0.7358691388	0.06827358047
775	0.736023599	0.0682528632
776	0.7361148906	0.06824192528
777	0.7361449599	0.06823795424
778	0.7363228577	0.06820615015
779	0.7364708674	0.06818767175
780	0.7366735218	0.06816083131
781	0.7367728419	0.0681455429
782	0.7368416297	0.06813143292
783	0.7368916131	0.06812516529
784	0.7369759445	0.06811270754
785	0.7370226096	0.06809997137
786	0.7371464139	0.06808563258
787	0.7372883215	0.06807042435
788	0.7373542191	0.06806221695
789	0.7376451223	0.06802033946
790	0.7378227481	0.06799896864
791	0.737955506	0.06797958748
792	0.7380516557	0.06796899981
793	0.7381449998	0.06795880111
794	0.7381774431	0.0679524941
795	0.7383416071	0.06791994377
796	0.738479029	0.06790120432
797	0.7385588478	0.06789006863
798	0.7386404996	0.06787601241
799	0.7387683624	0.06786069164
800	0.7388228471	0.06785074467
801	0.7389406849	0.06783271759
802	0.7391157028	0.06780913067
803	0.7393055652	0.06777784091
804	0.73938733	0.06776605562
805	0.7394529378	0.0677547253
806	0.7395214195	0.06773976196
807	0.7396708846	0.06771965701
808	0.7398352521	0.06769351214
809	0.7399379718	0.06767982771
810	0.7401201708	0.06765611441
811	0.7402251908	0.06764238071
812	0.7403216404	0.06763094839
813	0.7404350186	0.06761546331
814	0.7405445829	0.06759662366
815	0.7405788287	0.06758909068
816	0.740596984	0.06757984117
817	0.7408627065	0.06753904543
818	0.7409316571	0.06753020167
819	0.7409584123	0.06752369797
820	0.7409607593	0.06752334037
821	0.7410244857	0.06751512705
822	0.7412677737	0.06748053643
823	0.7414290917	0.06745948308
824	0.741518191	0.06744958227
825	0.7416703428	0.06742896583
826	0.7417657747	0.06741534925
827	0.7419109979	0.06739476305
828	0.7419475442	0.06738886466
829	0.7419769541	0.06738351607
830	0.7421594319	0.06735854074
831	0.7422365399	0.06734725395
832	0.7424083046	0.06731497259
833	0.7425093498	0.06729712867
834	0.742537112	0.0672877974
835	0.7426143685	0.06727818015
836	0.7427368916	0.06726066143
837	0.7428945557	0.0672347205
838	0.7432286954	0.0671885734
839	0.7433510351	0.06717574146
840	0.7434238198	0.0671610585
841	0.7435588502	0.06714150939
842	0.7437805081	0.06710871132
843	0.7439801364	0.06708216181
844	0.744077549	0.06706946409
845	0.7441450845	0.06706080592
846	0.7442902848	0.06704161761
847	0.7443611462	0.0670308186
848	0.7444557723	0.06701565316
849	0.7446013496	0.06699029733
850	0.7447391874	0.06697429291
851	0.7448604519	0.06695925047
852	0.7451187307	0.06692754198
853	0.7452139183	0.0669112134
854	0.745407424	0.06687463411
855	0.7455847966	0.06685257689
856	0.7457807325	0.06682503135
857	0.7458718256	0.06681459973
858	0.7461056986	0.06677869147
859	0.7462176407	0.06676226059
860	0.7463389567	0.06674580434
861	0.7463878263	0.06673422815
862	0.7465617955	0.06671351305
863	0.7465622395	0.06671332392
864	0.746707788	0.06669278944
865	0.7468292144	0.06667517929
866	0.7470521725	0.06664450003
867	0.747260545	0.06661573098
868	0.7473577525	0.06659741994
869	0.7474531184	0.06658188378
870	0.7475335906	0.06656818696
871	0.747614415	0.06655679396
872	0.7477650283	0.06653874135
873	0.7480433137	0.06649828187
874	0.7482917465	0.06646313334
875	0.7483007134	0.06645594824
876	0.7483795768	0.06644329616
877	0.7484520635	0.06643294281
878	0.7484883244	0.06642912639
